,0,Farmacia,Normal,Oferta,Producto,SKU
15842,Donnasept Toalla Higienica Buenas Noches x 8 Unidades,,,,,
15843,9028,,,,,
15844,1799.00,,,,,
15845,1799.00,,,,,
15846,2022-04-05,,,,,
15847,Ahumada,,,,,
15848,Vichy Base Dermablend Sand 34 x 30 mL,,,,,
15849,81874003,,,,,
15850,28499.00,,,,,
15851,28499.00,,,,,
15852,2022-04-05,,,,,
15853,Ahumada,,,,,
15854,Betina 24 mg x 30 Comprimidos,,,,,
15855,81428,,,,,
15856,34595.00,,,,,
15857,34595.00,,,,,
15858,2022-04-05,,,,,
15859,Ahumada,,,,,
15860,Colgate Pack Cepillo Dental Slim Soft Black Suave x 1 Pack,,,,,
15861,83781,,,,,
15862,6849.00,,,,,
15863,6849.00,,,,,
15864,2022-04-05,,,,,
15865,Ahumada,,,,,
15866,Ciruelax  x 600 g Jalea,,,,,
15867,6435,,,,,
15868,7795.00,,,,,
15869,7795.00,,,,,
15870,2022-04-05,,,,,
15871,Ahumada,,,,,
15872,La Roche-Posay Lipikar Baume AP+M Tratamiento Relipidizante Para Pieles Secas Y At\u00f3picas x 400 mL,,,,,
15873,88124,,,,,
15874,27399.00,,,,,
15875,27399.00,,,,,
15876,2022-04-05,,,,,
15877,Ahumada,,,,,
15878,Elcal 320 mg x 30 Capsulas,,,,,
15879,6958,,,,,
15880,11795.00,,,,,
15881,11795.00,,,,,
15882,2022-04-05,,,,,
15883,Ahumada,,,,,
15884,Cetaphil Pro AD\/Limpiador Restoraderm x 295 mL,,,,,
15885,70682,,,,,
15886,25599.00,,,,,
15887,25599.00,,,,,
15888,2022-04-05,,,,,
15889,Ahumada,,,,,
15890,Ap\u00f3sitos Transparentes Tegaderm 10x12cms,,,,,
15891,6159,,,,,
15892,14695.00,,,,,
15893,14695.00,,,,,
15894,2022-04-05,,,,,
15895,Ahumada,,,,,
15896,Cachantun Bebida Botella Sin Gas x 500 mL,,,,,
15897,17487,,,,,
15898,1149.00,,,,,
15899,1149.00,,,,,
15900,2022-04-05,,,,,
15901,Ahumada,,,,,
15902,Congestex x 10 C\u00e1psulas,,,,,
15903,4746,,,,,
15904,10795.00,,,,,
15905,10795.00,,,,,
15906,2022-04-05,,,,,
15907,Ahumada,,,,,
15908,Knop Arnika Sport x 75 mL Spray,,,,,
15909,86849,,,,,
15910,6095.00,,,,,
15911,6095.00,,,,,
15912,2022-04-05,,,,,
15913,Ahumada,,,,,
15914,Lovastatina 20 mg x 28 Comprimidos,,,,,
15915,16247,,,,,
15916,2195.00,,,,,
15917,2195.00,,,,,
15918,2022-04-05,,,,,
15919,Ahumada,,,,,
15920,Sedal Acondicionador Pureza Refrescante x 340 mL,,,,,
15921,81694010,,,,,
15922,2949.00,,,,,
15923,2949.00,,,,,
15924,2022-04-05,,,,,
15925,Ahumada,,,,,
15926,Talco Fittig x 100 g Polvo Dermico,,,,,
15927,7972,,,,,
15928,6095.00,,,,,
15929,6095.00,,,,,
15930,2022-04-05,,,,,
15931,Ahumada,,,,,
15932,Lip Ice Menthol Labial FPS 15 Manzana x 1 Balsamo Labial,,,,,
15933,63113,,,,,
15934,3699.00,,,,,
15935,3699.00,,,,,
15936,2022-04-05,,,,,
15937,Ahumada,,,,,
15938,Vichy Tratamiento Normaderm Phytosolution Doble Acci\u00f3n x 50 mL,,,,,
15939,87021,,,,,
15940,20399.00,,,,,
15941,20399.00,,,,,
15942,2022-04-05,,,,,
15943,Ahumada,,,,,
15944,Alflorex x 30 C\u00e1psulas,,,,,
15945,85462,,,,,
15946,25195.00,,,,,
15947,25195.00,,,,,
15948,2022-04-05,,,,,
15949,Ahumada,,,,,
15950,Tampax Pearl Tampon Regular x 8 Unidades,,,,,
15951,84811,,,,,
15952,3399.00,,,,,
15953,3399.00,,,,,
15954,2022-04-05,,,,,
15955,Ahumada,,,,,
15956,GEL FACIAL EUCERIN HYALURON FILLER HYDRATING BOOSTER 30ML,,,,,
15957,87917,,,,,
15958,16099.00,,,,,
15959,16099.00,,,,,
15960,2022-04-05,,,,,
15961,Ahumada,,,,,
15962,Veet Cera Depilatoria Corporal Piel Sensible x 12 Unidades,,,,,
15963,49213,,,,,
15964,7599.00,,,,,
15965,7599.00,,,,,
15966,2022-04-05,,,,,
15967,Ahumada,,,,,
15968,Antabus 500 mg x 24 Comprimidos,,,,,
15969,5204,,,,,
15970,33595.00,,,,,
15971,33595.00,,,,,
15972,2022-04-05,,,,,
15973,Ahumada,,,,,
15974,"Diclofenaco Sodico 1,5 % x 20 mL Suspensi\u00f3n Oral Para Gotas",,,,,
15975,82057,,,,,
15976,5195.00,,,,,
15977,5195.00,,,,,
15978,2022-04-05,,,,,
15979,Ahumada,,,,,
15980,"Hair, Skin & Nails Formula x 60 Capsulas",,,,,
15981,47155,,,,,
15982,15895.00,,,,,
15983,15895.00,,,,,
15984,2022-04-05,,,,,
15985,Ahumada,,,,,
15986,Eutirox 112 mcg x 50 Comprimidos,,,,,
15987,63872,,,,,
15988,15395.00,,,,,
15989,15395.00,,,,,
15990,2022-04-05,,,,,
15991,Ahumada,,,,,
15992,Nutrisse Cor Intensa Tintura 6.7 Chocolate x 113 g,,,,,
15993,72894017,,,,,
15994,2899.00,,,,,
15995,2899.00,,,,,
15996,2022-04-05,,,,,
15997,Ahumada,,,,,
15998,Sebolic Jabon x 100 g Barra,,,,,
15999,28833,,,,,
16000,11895.00,,,,,
16001,11895.00,,,,,
16002,2022-04-05,,,,,
16003,Ahumada,,,,,
16004,Corodin D Forte x 30 Comprimidos Recubiertos,,,,,
16005,41553,,,,,
16006,29195.00,,,,,
16007,29195.00,,,,,
16008,2022-04-05,,,,,
16009,Ahumada,,,,,
16010,Veet Crema Depilatoria Spa Piel Sensible x 150 mL,,,,,
16011,65670,,,,,
16012,11899.00,,,,,
16013,11899.00,,,,,
16014,2022-04-05,,,,,
16015,Ahumada,,,,,
16016,Nitrofurantoina Macrocristales 100 mg x 10 Capsulas,,,,,
16017,86341,,,,,
16018,2495.00,,,,,
16019,2495.00,,,,,
16020,2022-04-05,,,,,
16021,Ahumada,,,,,
16022,Herbal Essences Acondicionador Brillance Camomilla x 400 mL,,,,,
16023,82623001,,,,,
16024,4549.00,,,,,
16025,4549.00,,,,,
16026,2022-04-05,,,,,
16027,Ahumada,,,,,
16028,enjuague bucal listerine\u00ae control sarro zero alcohol x500 ml,,,,,
16029,85494,,,,,
16030,7499.00,,,,,
16031,7499.00,,,,,
16032,2022-04-05,,,,,
16033,Ahumada,,,,,
16034,Jean Les Pins Colonia Fresh Green Con Atomizador x 100 mL,,,,,
16035,61688004,,,,,
16036,3899.00,,,,,
16037,3899.00,,,,,
16038,2022-04-05,,,,,
16039,Ahumada,,,,,
16040,enjuague bucal listerine\u00ae cool mint zero alcohol x 1 lt,,,,,
16041,76374,,,,,
16042,7799.00,,,,,
16043,7799.00,,,,,
16044,2022-04-05,,,,,
16045,Ahumada,,,,,
16046,Colgate Enjuague Bucal Periogard X 250 Ml,,,,,
16047,61154,,,,,
16048,7999.00,,,,,
16049,7999.00,,,,,
16050,2022-04-05,,,,,
16051,Ahumada,,,,,
16052,Loreal Crema Age Perfect Renovacion Celular Noche x 50 mL,,,,,
16053,76595,,,,,
16054,17099.00,,,,,
16055,17099.00,,,,,
16056,2022-04-05,,,,,
16057,Ahumada,,,,,
16058,Celtium 10 mg x 30 Comprimidos Recubiertos,,,,,
16059,45190,,,,,
16060,28195.00,,,,,
16061,28195.00,,,,,
16062,2022-04-05,,,,,
16063,Ahumada,,,,,
16064,"Bisopril 2,5 mg x 30 Comprimidos Recubiertos",,,,,
16065,73283,,,,,
16066,14495.00,,,,,
16067,14495.00,,,,,
16068,2022-04-05,,,,,
16069,Ahumada,,,,,
16070,Trioval Dia Y Noche X 20 Comprimidos Recubiertos,,,,,
16071,14684,,,,,
16072,7795.00,,,,,
16073,7795.00,,,,,
16074,2022-04-05,,,,,
16075,Ahumada,,,,,
16076,Qlaira x 28 Comprimidos Recubiertos,,,,,
16077,70582,,,,,
16078,27395.00,,,,,
16079,27395.00,,,,,
16080,2022-04-05,,,,,
16081,Ahumada,,,,,
16082,Dahlia x 28 Comprimidos Recubiertos,,,,,
16083,48728,,,,,
16084,24395.00,,,,,
16085,24395.00,,,,,
16086,2022-04-05,,,,,
16087,Ahumada,,,,,
16088,Botanics Loci\u00f3n T\u00f3nico Suave Organic x 250 mL,,,,,
16089,81207,,,,,
16090,9599.00,,,,,
16091,9599.00,,,,,
16092,2022-04-05,,,,,
16093,Ahumada,,,,,
16094,Cetaphil Demopediatrics Espuma x 250 mL,,,,,
16095,80668,,,,,
16096,14299.00,,,,,
16097,14299.00,,,,,
16098,2022-04-05,,,,,
16099,Ahumada,,,,,
16100,No 7 Base Con Serum Lift & Luminate Cool Vanilla x 1 Unidad,,,,,
16101,85078002,,,,,
16102,28599.00,,,,,
16103,28599.00,,,,,
16104,2022-04-05,,,,,
16105,Ahumada,,,,,
16106,Cefuroxima 500 mg x 14 Comprimidos Recubiertos,,,,,
16107,87468,,,,,
16108,39845.00,,,,,
16109,39845.00,,,,,
16110,2022-04-05,,,,,
16111,Ahumada,,,,,
16112,Cachantun Bebida Botella Suavemente Gasificada x 500 mL,,,,,
16113,17461,,,,,
16114,1549.00,,,,,
16115,1549.00,,,,,
16116,2022-04-05,,,,,
16117,Ahumada,,,,,
16118,Antonio Banderas Eau de Toilette The Golden Secret x 50 mL,,,,,
16119,71409,,,,,
16120,15099.00,,,,,
16121,15099.00,,,,,
16122,2022-04-05,,,,,
16123,Ahumada,,,,,
16124,Corega Ultra Crema Sin Sabor x 20 g,,,,,
16125,70547,,,,,
16126,6499.00,,,,,
16127,6499.00,,,,,
16128,2022-04-05,,,,,
16129,Ahumada,,,,,
16130,Soap & Glory Crema Locion Corporal Tropical x 500 mL,,,,,
16131,81129004,,,,,
16132,12999.00,,,,,
16133,12999.00,,,,,
16134,2022-04-05,,,,,
16135,Ahumada,,,,,
16136,Fructis Shampoo Aloe Hidra Bomb x 350 mL,,,,,
16137,75592004,,,,,
16138,3199.00,,,,,
16139,3199.00,,,,,
16140,2022-04-05,,,,,
16141,Ahumada,,,,,
16142,Viadil Forte 10 mg\/mL x 15 mL Soluci\u00f3n Oral Para Gotas,,,,,
16143,29028,,,,,
16144,7995.00,,,,,
16145,7995.00,,,,,
16146,2022-04-05,,,,,
16147,Ahumada,,,,,
16148,Supracalm 1 g x 20 Comprimidos Recubiertos,,,,,
16149,40572,,,,,
16150,10495.00,,,,,
16151,10495.00,,,,,
16152,2022-04-05,,,,,
16153,Ahumada,,,,,
16154,Perenteryl 250 mg x 10 C\u00e1psulas,,,,,
16155,77177,,,,,
16156,13495.00,,,,,
16157,13495.00,,,,,
16158,2022-04-05,,,,,
16159,Ahumada,,,,,
16160,CREMA MULTIPROPOSITO NIVEA SOFT MIX IT OASIS 50ML,,,,,
16161,86252001,,,,,
16162,4399.00,,,,,
16163,4399.00,,,,,
16164,2022-04-05,,,,,
16165,Ahumada,,,,,
16166,Euromicina 500 mg x 20 Comprimidos Recubiertos,,,,,
16167,42301,,,,,
16168,30995.00,,,,,
16169,30995.00,,,,,
16170,2022-04-05,,,,,
16171,Ahumada,,,,,
16172,Bi-O Desodorante Barra Masculino Invisible x 50 mL,,,,,
16173,83262003,,,,,
16174,3299.00,,,,,
16175,3299.00,,,,,
16176,2022-04-05,,,,,
16177,Ahumada,,,,,
16178,Always Toalla Higienica Infinity FlexFoam Regular Con Alas x 18 Unidades,,,,,
16179,86286,,,,,
16180,3999.00,,,,,
16181,3999.00,,,,,
16182,2022-04-05,,,,,
16183,Ahumada,,,,,
16184,La Roche Posay Gel Crema Lipikar Syndet x 400 mL,,,,,
16185,44038,,,,,
16186,18099.00,,,,,
16187,18099.00,,,,,
16188,2022-04-05,,,,,
16189,Ahumada,,,,,
16190,Schick Pack 2 Maquinas De Afeitar Xtreme3 Afeitado Mujer Piel Delicada x 1 Pack,,,,,
16191,41761,,,,,
16192,3399.00,,,,,
16193,3399.00,,,,,
16194,2022-04-05,,,,,
16195,Ahumada,,,,,
16196,Speed Stick Desodorante Barra Fresh x 50 g,,,,,
16197,32159007,,,,,
16198,3449.00,,,,,
16199,3449.00,,,,,
16200,2022-04-05,,,,,
16201,Ahumada,,,,,
16202,Boots Exfoliante Facial Cucumber x 1 Unidad,,,,,
16203,86744,,,,,
16204,4649.00,,,,,
16205,4649.00,,,,,
16206,2022-04-05,,,,,
16207,Ahumada,,,,,
16208,Bentley Lubricante Intimo Control! x 50 g Gel Vaginal,,,,,
16209,87491,,,,,
16210,4895.00,,,,,
16211,4895.00,,,,,
16212,2022-04-05,,,,,
16213,Ahumada,,,,,
16214,Accu-Chek Guide x 25 Tiras,,,,,
16215,88240,,,,,
16216,39095.00,,,,,
16217,39095.00,,,,,
16218,2022-04-05,,,,,
16219,Ahumada,,,,,
16220,Hipoglucin LP 1000 mg x 30 Comprimidos Recubiertos Liberaci\u00f3n Prolongada,,,,,
16221,70217,,,,,
16222,15495.00,,,,,
16223,15495.00,,,,,
16224,2022-04-05,,,,,
16225,Ahumada,,,,,
16226,Aquavis Multiproposito Lentes Blandos x 360 mL Soluci\u00f3n,,,,,
16227,78740,,,,,
16228,8295.00,,,,,
16229,8295.00,,,,,
16230,2022-04-05,,,,,
16231,Ahumada,,,,,
16232,Nasonex 50 mcg\/dosis x 280 mL Suspensi\u00f3n Nasal Para Nebulizacion,,,,,
16233,75303,,,,,
16234,30445.00,,,,,
16235,30445.00,,,,,
16236,2022-04-05,,,,,
16237,Ahumada,,,,,
16238,Launol x 60 mL Loci\u00f3n T\u00f3pica,,,,,
16239,269,,,,,
16240,7795.00,,,,,
16241,7795.00,,,,,
16242,2022-04-05,,,,,
16243,Ahumada,,,,,
16244,Vitis Cepillo Dental Monotip x 1 Unidad,,,,,
16245,16903,,,,,
16246,4749.00,,,,,
16247,4749.00,,,,,
16248,2022-04-05,,,,,
16249,Ahumada,,,,,
16250,PACK 2X DESODORANTE SPRAY NIVEA ACLARADO NATURAL 150ML,,,,,
16251,85997,,,,,
16252,4599.00,,,,,
16253,4599.00,,,,,
16254,2022-04-05,,,,,
16255,Ahumada,,,,,
16256,DESODORANTE SPRAY NIVEA BLACK & WHITE TOQUE DE SEDA 150ML,,,,,
16257,86574,,,,,
16258,3249.00,,,,,
16259,3249.00,,,,,
16260,2022-04-05,,,,,
16261,Ahumada,,,,,
16262,Opti-Free Express x 120 mL,,,,,
16263,46683,,,,,
16264,6195.00,,,,,
16265,6195.00,,,,,
16266,2022-04-05,,,,,
16267,Ahumada,,,,,
16268,"Anuar 2 mg\/0,035 mg x 21 Comprimidos Recubiertos",,,,,
16269,12329,,,,,
16270,20095.00,,,,,
16271,20095.00,,,,,
16272,2022-04-05,,,,,
16273,Ahumada,,,,,
16274,Bi-O Desodorante Spray Clarify Femenino x 150 mL,,,,,
16275,66676,,,,,
16276,3099.00,,,,,
16277,3099.00,,,,,
16278,2022-04-05,,,,,
16279,Ahumada,,,,,
16280,PACK 2X DESODORANTE SPRAY NIVEA MEN SENSITIVE PROTECT 150ML,,,,,
16281,78458001,,,,,
16282,4599.00,,,,,
16283,4599.00,,,,,
16284,2022-04-05,,,,,
16285,Ahumada,,,,,
16286,Hipoglos x 20 g Pomada,,,,,
16287,65598,,,,,
16288,4295.00,,,,,
16289,4295.00,,,,,
16290,2022-04-05,,,,,
16291,Ahumada,,,,,
16292,Cefadroxilo 500 mg x 8 C\u00e1psulas,,,,,
16293,500,,,,,
16294,1995.00,,,,,
16295,1995.00,,,,,
16296,2022-04-05,,,,,
16297,Ahumada,,,,,
16298,Lubriderm Piel Normal x 946 mL,,,,,
16299,88205,,,,,
16300,6749.00,,,,,
16301,6749.00,,,,,
16302,2022-04-05,,,,,
16303,Ahumada,,,,,
16304,Picoprep x 2 Sachets Polvo Para Soluci\u00f3n Oral,,,,,
16305,80825,,,,,
16306,24995.00,,,,,
16307,24995.00,,,,,
16308,2022-04-05,,,,,
16309,Ahumada,,,,,
16310,St Ives Crema Avena Y Karite x 1000 mL,,,,,
16311,68120,,,,,
16312,7399.00,,,,,
16313,7399.00,,,,,
16314,2022-04-05,,,,,
16315,Ahumada,,,,,
16316,Ciclomex CD x 28 Comprimidos Recubiertos,,,,,
16317,69955,,,,,
16318,17395.00,,,,,
16319,17395.00,,,,,
16320,2022-04-05,,,,,
16321,Ahumada,,,,,
16322,Kombiglyze XR 5 mg\/1000 mg x 28 Comprimidos Recubiertos de Liberaci\u00f3n Extendida,,,,,
16323,73452,,,,,
16324,55095.00,,,,,
16325,55095.00,,,,,
16326,2022-04-05,,,,,
16327,Ahumada,,,,,
16328,Avene Eau Thermale Crema Contorno De Ojos A-Oxitive x 15 mL,,,,,
16329,87788,,,,,
16330,29299.00,,,,,
16331,29299.00,,,,,
16332,2022-04-05,,,,,
16333,Ahumada,,,,,
16334,Perfume Antonio Banderas Blue Seduction EDT Hombre,,,,,
16335,86976,,,,,
16336,25999.00,,,,,
16337,25999.00,,,,,
16338,2022-04-05,,,,,
16339,Ahumada,,,,,
16340,Ducray Shampoo Tratamiento Fisioprotector Sensinol x 200 mL,,,,,
16341,81414,,,,,
16342,10999.00,,,,,
16343,10999.00,,,,,
16344,2022-04-05,,,,,
16345,Ahumada,,,,,
16346,Banana Boat Protector Solar Spray Adavanced Protection Sport FPS 50 x 170 g,,,,,
16347,87176,,,,,
16348,9499.00,,,,,
16349,9499.00,,,,,
16350,2022-04-05,,,,,
16351,Ahumada,,,,,
16352,Isdin Gel Facial Glicoisdin\u00ae 15 Antiedad x 50 mL,,,,,
16353,50189,,,,,
16354,33599.00,,,,,
16355,33599.00,,,,,
16356,2022-04-05,,,,,
16357,Ahumada,,,,,
16358,Loreal Crema Hidra Total 5 Colageno 35 x 50 mL,,,,,
16359,82003,,,,,
16360,5399.00,,,,,
16361,5399.00,,,,,
16362,2022-04-05,,,,,
16363,Ahumada,,,,,
16364,La Roche Posay Protector Anthielios Shaka Fluide FPS +50 x 50 mL,,,,,
16365,87025,,,,,
16366,21699.00,,,,,
16367,21699.00,,,,,
16368,2022-04-05,,,,,
16369,Ahumada,,,,,
16370,Sedal Acondicionador Rizos Definidos x 340 mL,,,,,
16371,81694007,,,,,
16372,2949.00,,,,,
16373,2949.00,,,,,
16374,2022-04-05,,,,,
16375,Ahumada,,,,,
16376,Speed Stick Desodorante Barra Antitranspirante 24\/7 Extra x 50 g,,,,,
16377,67081,,,,,
16378,3449.00,,,,,
16379,3449.00,,,,,
16380,2022-04-05,,,,,
16381,Ahumada,,,,,
16382,Pepsodent Pack Cepillo Dental Bamboo Soft x 1 Pack,,,,,
16383,86523,,,,,
16384,3649.00,,,,,
16385,3649.00,,,,,
16386,2022-04-05,,,,,
16387,Ahumada,,,,,
16388,ESMALTE XTREME WEAR REBEL RED SALLY HANSEN,,,,,
16389,87232006,,,,,
16390,2999.00,,,,,
16391,2999.00,,,,,
16392,2022-04-05,,,,,
16393,Ahumada,,,,,
16394,Petrizzio Agua Micelar x 238 mL,,,,,
16395,84187,,,,,
16396,4199.00,,,,,
16397,4199.00,,,,,
16398,2022-04-05,,,,,
16399,Ahumada,,,,,
16400,Nutrisse Cor Intensa Tintura 5.0 Casta\u00f1o Claro x 1 Unidad,,,,,
16401,72894009,,,,,
16402,2899.00,,,,,
16403,2899.00,,,,,
16404,2022-04-05,,,,,
16405,Ahumada,,,,,
16406,Pepsodent Tripack Minipep 50 g x 1 Pack,,,,,
16407,76511,,,,,
16408,3749.00,,,,,
16409,3749.00,,,,,
16410,2022-04-05,,,,,
16411,Ahumada,,,,,
16412,Maybelline Labial Super Stay 24H Perpetual Plum x 1 Unidad,,,,,
16413,70950006,,,,,
16414,6899.00,,,,,
16415,6899.00,,,,,
16416,2022-04-05,,,,,
16417,Ahumada,,,,,
16418,Antonio Banderas Eau de Toilette The Secret Con Atomizador x 200 mL,,,,,
16419,86970,,,,,
16420,25999.00,,,,,
16421,25999.00,,,,,
16422,2022-04-05,,,,,
16423,Ahumada,,,,,
16424,Vichy Desodorante Stress Resist x 50 mL,,,,,
16425,87580,,,,,
16426,15299.00,,,,,
16427,15299.00,,,,,
16428,2022-04-05,,,,,
16429,Ahumada,,,,,
16430,Dalgiet 2 mg x 28 Comprimidos,,,,,
16431,80612,,,,,
16432,19895.00,,,,,
16433,19895.00,,,,,
16434,2022-04-05,,,,,
16435,Ahumada,,,,,
16436,Vichy Agua Micelar Mineral Piel Sensible x 400 mL,,,,,
16437,87751,,,,,
16438,16699.00,,,,,
16439,16699.00,,,,,
16440,2022-04-05,,,,,
16441,Ahumada,,,,,
16442,No 7 Corrector Ojeras Instant Radiance 10 x 1 Unidad,,,,,
16443,81222001,,,,,
16444,14749.00,,,,,
16445,14749.00,,,,,
16446,2022-04-05,,,,,
16447,Ahumada,,,,,
16448,Feminol x 21 Comprimidos Recubiertos,,,,,
16449,14365,,,,,
16450,15195.00,,,,,
16451,15195.00,,,,,
16452,2022-04-05,,,,,
16453,Ahumada,,,,,
16454,Nosotras Protector Diario Clasico x 100 Unidades,,,,,
16455,26068,,,,,
16456,3399.00,,,,,
16457,3399.00,,,,,
16458,2022-04-05,,,,,
16459,Ahumada,,,,,
16460,Bi-O Desodorante Barra Antitranspirante Toque Seco x 45 mL,,,,,
16461,82191004,,,,,
16462,3399.00,,,,,
16463,3399.00,,,,,
16464,2022-04-05,,,,,
16465,Ahumada,,,,,
16466,Vitis Pasta Dental Kids Gel x 50 mL,,,,,
16467,85550,,,,,
16468,3599.00,,,,,
16469,3599.00,,,,,
16470,2022-04-05,,,,,
16471,Ahumada,,,,,
16472,Dolospam x 15 Comprimidos,,,,,
16473,17655,,,,,
16474,4995.00,,,,,
16475,4995.00,,,,,
16476,2022-04-05,,,,,
16477,Ahumada,,,,,
16478,Fluticort 125 mcg\/dosis x 120 Dosis Aerosol para Inhalaci\u00f3n,,,,,
16479,62615,,,,,
16480,25195.00,,,,,
16481,25195.00,,,,,
16482,2022-04-05,,,,,
16483,Ahumada,,,,,
16484,Neostrata Skin Active Cellular Restoration x 50 g Crema Restauradora Facial Noche,,,,,
16485,75901,,,,,
16486,65999.00,,,,,
16487,65999.00,,,,,
16488,2022-04-05,,,,,
16489,Ahumada,,,,,
16490,Loreal Crema Revitalift Acido Hialur\u00f3nico Noche x 50 mL,,,,,
16491,86957002,,,,,
16492,10599.00,,,,,
16493,10599.00,,,,,
16494,2022-04-05,,,,,
16495,Ahumada,,,,,
16496,Dualten 25 mg x 30 Comprimidos,,,,,
16497,20844,,,,,
16498,19995.00,,,,,
16499,19995.00,,,,,
16500,2022-04-05,,,,,
16501,Ahumada,,,,,
16502,"Merpal D.A.L 1,8 mg\/mL x 120 mL Suspensi\u00f3n Oral",,,,,
16503,73852,,,,,
16504,10595.00,,,,,
16505,10595.00,,,,,
16506,2022-04-05,,,,,
16507,Ahumada,,,,,
16508,Cutanil 1 % x 30 g Pasta T\u00f3pica,,,,,
16509,2606,,,,,
16510,11995.00,,,,,
16511,11995.00,,,,,
16512,2022-04-05,,,,,
16513,Ahumada,,,,,
16514,Coxidol 120 mg x 7 Comprimidos Recubiertos,,,,,
16515,84994,,,,,
16516,13995.00,,,,,
16517,13995.00,,,,,
16518,2022-04-05,,,,,
16519,Ahumada,,,,,
16520,Isdin\u00ae Fotoprotector Fusion Fluid \u00ae Color FPS 50+ x 50 mL,,,,,
16521,71366,,,,,
16522,19099.00,,,,,
16523,19099.00,,,,,
16524,2022-04-05,,,,,
16525,Ahumada,,,,,
16526,Avene Serum Physiolift Suavizante x 30 mL,,,,,
16527,86730,,,,,
16528,33399.00,,,,,
16529,33399.00,,,,,
16530,2022-04-05,,,,,
16531,Ahumada,,,,,
16532,Lisur 200 mg x 20 Comprimidos Recubiertos,,,,,
16533,77440,,,,,
16534,18095.00,,,,,
16535,18095.00,,,,,
16536,2022-04-05,,,,,
16537,Ahumada,,,,,
16538,Ladysoft Toalla Higienica Ultra Delgada Tela Ultraseca Con Alas x 16 Unidades,,,,,
16539,49332,,,,,
16540,2599.00,,,,,
16541,2599.00,,,,,
16542,2022-04-05,,,,,
16543,Ahumada,,,,,
16544,Plexus x 120 mL Jarabe,,,,,
16545,3914,,,,,
16546,13195.00,,,,,
16547,13195.00,,,,,
16548,2022-04-05,,,,,
16549,Ahumada,,,,,
16550,Poem x 28 Comprimidos Recubiertos,,,,,
16551,75689,,,,,
16552,20295.00,,,,,
16553,20295.00,,,,,
16554,2022-04-05,,,,,
16555,Ahumada,,,,,
16556,Tapsin Compuesto Noche 5 g x 6 Sobres Polvo Para Soluci\u00f3n Oral,,,,,
16557,84865,,,,,
16558,3495.00,,,,,
16559,3495.00,,,,,
16560,2022-04-05,,,,,
16561,Ahumada,,,,,
16562,No 7 Serum Firming Booster Laboratories x 30mL,,,,,
16563,87674,,,,,
16564,22799.00,,,,,
16565,22799.00,,,,,
16566,2022-04-05,,,,,
16567,Ahumada,,,,,
16568,Cetaphil Loci\u00f3n Limpiadora x 473 mL Loci\u00f3n T\u00f3pica,,,,,
16569,46716,,,,,
16570,35399.00,,,,,
16571,35399.00,,,,,
16572,2022-04-05,,,,,
16573,Ahumada,,,,,
16574,Insulina Lantus Solostar 100 UI\/mL Solucion Inyectable x 1 Unidad,,,,,
16575,62526,,,,,
16576,25795.00,,,,,
16577,25795.00,,,,,
16578,2022-04-05,,,,,
16579,Ahumada,,,,,
16580,"Oftavir 3 % x 3,5 g Unguento Oftalmico ",,,,,
16581,9140,,,,,
16582,30095.00,,,,,
16583,30095.00,,,,,
16584,2022-04-05,,,,,
16585,Ahumada,,,,,
16586,Isdin Protector Labial FPS 50 x 4 g,,,,,
16587,87404,,,,,
16588,6099.00,,,,,
16589,6099.00,,,,,
16590,2022-04-05,,,,,
16591,Ahumada,,,,,
16592,Insulina Humalog Mix 25 Kiwik Pen 100 UI\/mL Suspension Inyectable x 5 Dispositivos 3 mL,,,,,
16593,66987,,,,,
16594,73095.00,,,,,
16595,73095.00,,,,,
16596,2022-04-05,,,,,
16597,Ahumada,,,,,
16598,Cerave Crema Renovadora De Pies x 88 mL,,,,,
16599,85386,,,,,
16600,12099.00,,,,,
16601,12099.00,,,,,
16602,2022-04-05,,,,,
16603,Ahumada,,,,,
16604,"Maybelline M\u00e1scara The Falsies Volume Express Waterproof x 7,5 mL",,,,,
16605,69987,,,,,
16606,8299.00,,,,,
16607,8299.00,,,,,
16608,2022-04-05,,,,,
16609,Ahumada,,,,,
16610,Bersen 5 mg x 20 Comprimidos,,,,,
16611,6278,,,,,
16612,5995.00,,,,,
16613,5995.00,,,,,
16614,2022-04-05,,,,,
16615,Ahumada,,,,,
16616,Colgate Pasta Dental Kids Tutti Frutti x 50 g,,,,,
16617,86563,,,,,
16618,1849.00,,,,,
16619,1849.00,,,,,
16620,2022-04-05,,,,,
16621,Ahumada,,,,,
16622,Speed Stick Desodorante Barra Clinical Stress Defense x 50 g,,,,,
16623,77453,,,,,
16624,6199.00,,,,,
16625,6199.00,,,,,
16626,2022-04-05,,,,,
16627,Ahumada,,,,,
16628,Simonds Gel Antibacteriano Sin Enjuague x 75 mL,,,,,
16629,87958,,,,,
16630,1199.00,,,,,
16631,1199.00,,,,,
16632,2022-04-05,,,,,
16633,Ahumada,,,,,
16634,DESODORANTE ROLL ON EUCERIN pH5 50 ML,,,,,
16635,68214,,,,,
16636,10099.00,,,,,
16637,10099.00,,,,,
16638,2022-04-05,,,,,
16639,Ahumada,,,,,
16640,Pigeon Protector De Pezon x 1 Unidad,,,,,
16641,4558,,,,,
16642,8799.00,,,,,
16643,8799.00,,,,,
16644,2022-04-05,,,,,
16645,Ahumada,,,,,
